obs,group,mean,median,lo,hi,species
1,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
2,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
3,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
4,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
5,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
6,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
7,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
8,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
9,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
10,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
11,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
12,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
13,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
14,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
15,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
16,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
17,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
18,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
19,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
20,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
21,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
22,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
23,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
24,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
25,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
26,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
27,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
28,1,0.12073837096886152,0.12008140341901291,0.09648301264076424,0.1488460315188233,Metacarcinus magister
1,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
2,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
3,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
4,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
5,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
6,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
7,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
8,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
9,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
10,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
11,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
12,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
13,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
14,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
15,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
16,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
17,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
18,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
19,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
20,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
21,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
22,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
23,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
24,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
25,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
26,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
27,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
28,2,0.12264217936483698,0.12200308487014604,0.09791922736868991,0.15054308532481217,Cymatogaster aggregata
1,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
2,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
3,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
4,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
5,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
6,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
7,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
8,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
9,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
10,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
11,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
12,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
13,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
14,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
15,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
16,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
17,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
18,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
19,3,0.12608171483071615,0.12546539092562242,0.10051000398739644,0.15519890803002107,Hemigrapsus oregonensis
